"","p_cntrl5062","p_cntrl8512","p_cntrl5029","p_cncr7136","p_cntrl2642","p_cncr2935","p_cntrl1116","p_cncr5626","p_cntrl1317","p_cncr3717","p_cntrl2476","p_cncr5310","p_cncr8118","p_cncr3092","p_cncr2842","p_cntrl9875","p_cncr9894","p_cncr6814","p_cncr5676","p_cncr1313","p_cntrl8815","p_cncr4019","p_cncr4932","p_cncr8502","p_cncr9042","p_cncr8563","p_cntrl3243","p_cncr1633","p_cncr3976","p_cncr8561"
"10111111011100100111",119011,19865,570372,403917,131278,91841,3218906,4837,181076,209081,718705,28440,8941,73794,7126,103692,726071,38216,73219,491,340518,615,24188,4070,1634325,143318,47012,3689,789226,47558
"00111010100010110101",24195,64117,1793430,11737,59196,5046,89488,36,34787487,417812,4306955,34597,22476,1583,37363,209,1560533,20671,5403,6887,7011585,14350,3683,34137,380199,16128,9175,1905,4189901,787618
"01001110100110000010",14045,28992,10189,569760,13014,502979,322,355184,43840,26521,1426,59621,177034,74481,27700,518737,28454,43896,11337,3722800,90208,6219286,2235955,16628154,8705360,487213,31093,8908343,22776,64633
"11111001011110001001",5442,88049,871,334892,49695,48783,18790,57930,514786,11495,4718,25120,25779,50667,41023,3090,1231349,3109804,109015,21383,164026,52,20766,240129,11954,2617,632,7,982224,34283
"11000001100011000001",578857,158090,263133,68909,797,18574,7162733,56143,442352,1103,52699,219,36122,17112,186373,66813,1233,96527,104928,310050,11725,138,44656,1851,4154,20114,5867660,50210,734,368
"10000101110100101001",12385,736222,782,113699,256362,15513,611678,21075,69983,4236979,61816,498318,15649,49941,8414,6420,125419,3359963,8830327,14339,4180438,97633,588865,16048,41576,40497,798130,28092,300,12456
"01001110101111011001",28591,187778,41281,101780,986,69736,66662,120911,28170,78011,10851,300489,70306,17309,61059,26507,207,41916,112458,59793,24213,28355,3968,1518,14008,1247,672038,644383,72275,2031
"11011000001001010100",2294,12613,83424,30912,30418,31415,722413,248775,65521,307115,70,1025,121050,1651,29099,8647,4999,14899,1479,115730,1547,9240,36357,23227,702578,2175161,363,94,122683,14729
"01001101010001111100",7991,8980,295,11655468,19671,25916,192200,1177,2387835,5662,115448,266,350502,11861,661,174269,3301,6222,6491,63,179919,78393,186802,28474,9695,12685,4354,295,326873,12066
"10001110000000111011",8388,246170,3828,46038,43923,289781,635753,67538,13262547,35221,77045,245496,5000365,536141,55958,5392117,570619,40637,87898,1571792,23941,15772,16017,892149,4235,1795,41626526,268137,1628,53404
"01111111010100010011",1585644,15715,3235,364257,50787,132687,15877,585,4233,246493,11882,4370,524643,2289,238503,2845,314921,121297,1520276,6001,545556,7195,165352,81915,14389,28096,209750,54705064,683094,169755
"10000010011001101010",20335,275045,212085,5694,941175,11611,26814,17064,133275,533360,27005,1275,789680,2807075,151,3140,61748,1023246,417682,185181,888,380002,16409,160471,20232,144409,3691941,214500,135595,488655
"10010010111111110011",406783,14879,76648,573169,147856,7979,3634677,1721,11409861,1177,1606,24822,59851,586977,1313,9043,188246,1696625,1828701,11265,415,31589,28240,50449,62173,14886,40662,371606,4848220,388325
"10000110111010001010",39505,226381,134548,893356,956232,4101,2959,11440,10231,16628,1740,534887,10809462,4969,709544,66189,13715,18222,19691085,31152,1391550,2514,3266,47930,15099,145,384757,8241,49906,795
"11001100000100110011",10335,637710,38,11173,2322,71220,545721,9377,10490304,272,903,23844,27871,4632,2188,15,20158,10464,286,16,941328,18,132,5364,462655,22449,984,6852,80641,66
"00011001110100110000",13951,10579,1559,30271,240783,32998,16345,57492,1557430,89772,152,19226,2834,3444,888,13020,8573,2209,347910,256,48853,158,61423,10468,1250802,9161,18724,136,75355,15260
"01100001000010110000",138972,78234,32485,2315496,86518,142,2100,149232,226615,510774,4904232,509440,587171,24524,2375636,147039,134,531761,5580,525743,818950,69286,935225,140117,3482,734122,585,40330,469007,2195734
"11010001011100010111",324450,40132,59187,86612,976916,5077,861551,47595,750648,192326,815908,4040,771874,3085356,3186,8754,30860,60946,69690,2309,1825,182,672313,70093,1731671,214,534460,839946,35929,41
"10110111100000001111",5176,191008,185183,603241,45420,3587,155,1651,9792,36774,173280,40884,1010,1504020,2788576,427385,25000,8457426,57282,6454,110107,261752,1931,3907,52905,95174,96046,18882686,94784,39806
"10010100111001101011",30638,39346,40530,954669,3432,102937,8816,749210,88467,4681,2124,789515,2990719,1101147,639908,8382,1470,401825,14054,12659857,55311,8768,1741134,80309,105379,797178,32445,630567,40328,739474
"01011011000111100011",29229,4595364,280431,32604,22964,1322,9280575,1829,29938,1389,6154,374,396701,4896,1205,90144,157963,2486029,6002,6975,46380,800,1614,283083,587,50749,119580,2925,14103,10210
"01001000010010101011",102638,157389,1013,653,294,520073,247354,27605,65820030,74023,7,126,692869,262080,35629,36092,104170,17296,15122,93,445,57732,105,751254,13346694,100,156,2205,738090,587036
"01111100111001100111",1979533,162,44,359442,559,826,1023500,24515,48253085,1097,1289,116,176346,22273,30541,1,2207099,7684,6211,32,468,172,89836,6544,8693,670,30043,2350,23800,2235
"01010010101001000100",4561,1321,19708092,2760616,1540098,15423,49567,49917,6115,21505,14345,1442760,432941,8065793,492647,406322,198695,170507,13251,90255,759476,115795,646915,2658746,23526,106200,610144,403648,205224,8185427
"11001110110000100110",1764646,3012830,70277,34226380,580017,105110,46636,1824319,1406029,7935,2325917,60873,6834,7591,8663,393160,629516,116,89947,354475,595291,1047367,15817,2325212,1312617,774024,12583,49682,54351,78774
"00011111101010001111",361265,41304,12545,356892,79700,8378,31518,397464,133530,6596,192599,16147,206080,1107,187172,6672743,95153,29019,1300904,93986,1043298,177773,50918,8036,879233,351056,220031,395240,692942,132774
"00011000011110001110",40793,7122,4612,393212,12671,5467,292935,2319,7867185,456458,435,2989,543634,68832,28488,268,15218,5741,719,89,546,1126,6857,14688,253631,18153,1293,69,883416,1261
"01010110110101011101",53551,202,5933,116519,14996,4831,2183,23380,454,389042,123899,3565143,91429,122248,3691,3743922,3498,239834,1727,1201724,1941913,29366,9252,670353,129993,310008,27687,1275794,1045038,268371
"01110001001100100011",48490,324739,92645,21378,313236,1438804,73232,257428,16350,27360,40000,1773,354,11325,37912,3080,185423,1757981,26359,781834,9143,197459,184056,413051,20629,9017,53245,84478,5796,579359
"01011000100111010111",5471,3396,457,242203,14812,30903,72756,72362,21520577,877,8,1380,24669,2520,1051,377,49553,10817,26889,30,13194,1005,219844,6640,135063,6566,174572,6383,6812947,4527
"10000111111100111011",14665,129560,53210,9785833,3023344,31321,528594,63204,1375924,19672,108185,703816,47433,25793,36317,168500,4475,575645,814432,813091,7194,17845,22808,16265,29676,534,706642,5122,149893,343997
"00111100010101000100",15509,347327,5057,431835,26517,114325,4586,72120,28003,54105,61,176,97030,9413,10604,610,246587,3004,5501,17,1203,2295,23102,504,35077,617111,7433,3807,30480,3927
"10001000101110001100",94572,25621,1341,685816,7226,33204,1537035,899,8885,189246,35296,92345,6715912,37854,1541,2233,676272,53836,790,406,122193,88514,1971,12041,19622,23489,123,6587,2823353,190
"10000001000000100000",1390,111,13837,18812,21046,1411826,1157791,134265,197767,1074,90319,3530,195244,15829,1327740,2395,19929,2382,42519,36119,95530,22704980,78379,106169,15266,88973,18935,9442,2027219,581
"01110011000111011001",584603,257353,126327,4400,146884,5418,23509,335303,13285,604628,42921,52620,5702,42784,368453,5573,2577,34454,1102183,103367,13619,18516724,65948,5523898,1552,3945,351200,18203,5627,818986
"11001101100001110010",32006,489,22969,179604,71947,676154,511210,19113,1237252,486139,4360,280559,133034,21603,18262,16164,35535,2111986,36753,6,55,816,35199,31678,207525,63073,18105,277,328763,26414
"10100000110010010100",5403,11640,38575,6152,6998967,47776,54017,329598,78848,2287582,3609211,364,28741,2805,95519,96459,1433,1877207,3418,32322,695,53442,428584,96658,277898,351507,125854,3026,110674,2537749
"00110101101100111001",38100,696806,24896,5064605,234033,82981,1884,242619,9346203,15254460,753206,262533,679,1585,724477,2845104,830,90307,788713,101191,79239,162215,8682,4501418,1215599,221221,1388,16547864,21968,517
"10110011011110010111",416798,5567,76443,50439,52555,106,627324,80376,44141,9731,255568,11060,1236,1205754,12823,25413,72068,45563,483,107444,9142,2954,98071,27245,29877,7578,72298,112,145,51111
"00011111001100010101",29280,15917,12871,25581,235284,864,233986,44468,564086,804,52413,384,710467,1410,12778,448,3437,5490549,180,35515,116830,51,13368,23332,3943,653644,269852,72865,723399,68781
"00100101100010100101",462418,82551,1065310,1086,5698,29058,203181,7791,752594,8710,52368,420,702,570300,257,131,119774,5347963,2150,237,49891,105,12615,916706,6086393,3847,503518,156379,135836,85264
"10111110101111111111",73303,14161180,1306,2214,3250,5172,25615,87988,25,867533,7402767,805299,336796,8348,92908,42361,4336,31730,14491,351773,1813941,819,19321,150774,937,249614,700833,82950,3251426,277425
"00111011001101000000",15169,52488,4310,26977,8004,459015,8937,10410,439295,28075,172035,97632,206471,478638,35794,45568,677,585858,375585,657190,71190,6600,1579370,206050,4567491,69206,20047,60649,96319,314
"00100001010110000110",18965,117719,3441,308027,155139,22647970,30685,32227,11504,50590,591511,14403,1397191,38411,144012,4012,19920,3704601,3986629,820450,5114,55936,920437,1841872,143,293238,2371755,16463,1289212,80717
"11000111000011001001",35012,90185,113764,7678,33752,3774,80855,4410098,17166,2929,111068,71944,3881890,236524,113603,33651,59448,1027756,174751,17041,1966371,482436,62039,2137,6148,49829,949,35594,14390,130802
"10010001011100010111",33795,17235,517961,30499,137,850648,8980,2874,634598,256,1245,92,36361,1320,31722,14565,13586,52836,1345,2990,6356,91,69768,138249,14997,49833,948,13292,69687,21166
"11110001001111011110",10472,5815811,2840,134951,220,7535024,3271,443086,271891,2166669,2975,9980,3321724,123518,14862,24949,3670726,57665,214766,29624,12808,1337168,2208851,892157,7181,753475,684073,790295,13746,817587
"00001001101100111100",6104,492,62,61130,76280,857771,10717,1843,89329,17502,1098,340271,6177,173138,28361,11152,11898,921,1197432,36300,61592,10013,1053666,34351,474262,24933,40279,79,222550,41298
"00111110111111010110",5284,312364,1933,79895,174379,117199,11551,1663622,27665,252886,635333,36520,357979,161446,68245,913026,689155,23410,6073,13680,134353,54387,35191,3079,335676,4371306,103201,327705354,143348,362261
"11011110111111101101",769,2827273,379995,12334,256311,25088,7541,619905,33140,5796,3110692,3288,51812,8096638,76895,6321,739,273744,100,10167430,716436,173961,6670,991877,706229,564759,75082,909,25774,265561
"01010100001000110101",65846,2598,165604,312139,845,203429,2159643,1371,9118149,5078,580248,3290,7986,4310789,8373,10195,190955,20035,13544,998,18227,31427,2055841,81782,138867,3623,10723,126429,128171,314
"10000101000001001000",2274,26178,184671,76412,129366,17,39895,124041,471643,65172,86687,15825,725088,7010,3827628,948917,6440,20684,57145,282814,285497,13990436,171196,14253,9740,213106,17310,3214,122785,29786
"10001101110111000001",20880,10307,1064,10184,3254,19100107,179234,258872,121116,525,4013,223,10852,2133,17958,10,11926,291,53292,439,241,100,977404,135740,103081,6617,48657,1917,98658001,69
"00110011101000111110",44172,46647,10766,26459,24794,106144,140460,653368,36629,100326,111,110332,7010,16464,49656,94368,166932,95207,26750,40901,8567,153241,1064702,3128353,3661,296397,1525,27919,12980,9381
"01011010010000011100",2107390,644,7412,2680,2591067,7165,208827,34439,10857,2893,10312833,5713,29445,48068,8531,7570,553,16104,1662,310374,564824,3187130,173606,359363,254641,1264,54359,14645,72671,47584
"11001100100100111011",19085,1213,23710,35816,226,9830,11070,48566,26550,441,124189,2759,263852,1852,75420,3863,10860,2700,7354,77,22752,1100,200415,34946,99135,90226,971530,41,18427,30886
"11010010101011110111",21740,63082,48585,125137,18152,116700,72665,153194,102152,2514,38952,59,105244,808,169379,8135,20706,166449,134,8038,423746,51769,401848,8690,51764,129573,1367,11114,1727665,25468
"10011100101010101011",7617,75,33,208793,34706,1221623,696265,369260,168937,20223,92,10966,65555,3578,17860,791,117664,24,25873,629,44185,15183,9136,973624,23279,554128,42758,42,354738,66609
"00010111001101010111",1776918,6431,2617835,361,502547,11402,629140,166135,1445060,1285,755,53560,850554,27021,93457,13935,29088,24069,31523,44004,964574,153315,1512,4754486,56263,2073,3341,253416,968914,3766
"00010001101011011101",926170,559180,264626,378305,301421,6549,103799,460471,897624,3890,492152,7816,692,68431,306660,48667409,15648,160910,114032,208525,6944,168023,1189206,180,495,3931,3247,1107650,22794,23760
"01011110010001100101",2302,21304,25329,45614,566360,51448,292765,65249,4552906,562,6461,96529,2948,45,9279,1009,36102,283147,13067,547,29251,427769,6586,165,287902,528024,869220,2847,19338,270231
"00011011001001100101",217439,23681,314463,428164,29803,78,10397100,273,186667,22451,29753311,650,111854,2229,831,1963,3263105,2289,7765,5539,15471,31801,3062,577091,2563,271,176201,42781,146049,68315
"10000001100100100000",32299,9279,10950,551293,216394,166742,415636,249955,16333,1731,4905,305,396843,270603,956040,9449,132377,8083845,15213,42618,101846,224494,15578,1760,96679,184347,9371,14101,115378,66005
"01000101010110000011",93098,499560,2054,123,1576,22010,45362,34648,1072362,1777,116618,244,88716,17638,25906,431,45663,8200,363,937,14537,14692,11916,68268,48957,2794,130598,42504,1984,196827
"11010110010000111101",979,8617,5832,404692,61366,747,117824,1022351,212915,1729956,13460,79482,10068,222909,85259,22277,1333361,52760,727170,35214,224910,3953390,36417,259745,161365,1332,992677,3905,506834,8915391
"10011001100000000101",95071,5691,2014,122187,2460,26649,124063,8314,27189388,1572,136,72,23142,149,34093,1073,517024,95482,39738,327,12534,1460,69325,9454,58251,24604,9,108,44760101,19143
"00010001011010101101",234871,45,51100,187955,1009797,607612,386919,1073,1477831,509313,2478,92014,1650402,55514,496312,144748,1968497,31440,3240638,1394245,14064,7958,190798,728063,904950,15,1668,117564,1773,1096701
"00010000100100001110",78217,4442,12760,9638115,187583,5126,10530,216208,178738,487500,57833,541871,175346,408716,4189,9542,874,33238,1521849,6986270,3702,71530,17493652,9777,1235807,205933,60843,163518,1953,36558
"10100001111100100110",166894,1043787,1373462,248767,59474,80947,866392,790716,736966,368735,17983,15640,100043,418388,11407889,48327,11865,609289,89,2402,1013,7483,1889,4005,1893623,7377716,1861,9245,36417,21492
"10011111011010111010",74458,49710,157541,1048329,20644,4444,22300,66019,394033,571444,3236269,13942,24847,35750,3871,75833,350,30915,72508,253036,7864,108913,33814,18962,485391,29357,4510,92,152,37069
"11010111101110100111",354126,88486,13983,124468,55541,1894,5222,11095,13163,3886,90312,28,617040,9838,230255,8630,40775,43707,37227,34258,110496,14122,70146,86,133157,5212,241412,22434,2157344,347202
"10001001100100010101",74956,11080,85421,744,1895973,396988,6780341,15312,3116,1080,21,1052,379061,2524,2574,55093,77350,5503,173179,10,27033,2198,3435,109188,8181,41891,1793,3,2439445,10125
"01010001000110000110",1169619,3077,1064,10446468,5001,5172,58620,56861,395771,1606,116028,1533294,4793,1749,24974,7234,3190,2489,86610,1358035,18152,59180,523,150724,1134708,1030104,1530457,793,2132154,190950
"10101000100111110010",8120,153511,3078,427576,105500,106083,50072,36766,18032,1425,98,1174,1784842,10883,694652,5955,244,372,4277,1394,30955,30221,340,406827,57370,36237,318,510,845637,21520
"01011010101000110010",777865,22801,343501,818792,886,121752,30825,2213,232,1292,38468,3929,17150,75961,6305,1218660,1901,815804,77346,1491,2638,20610,45725,199380,212587,17842,140522,1436,18526,206737
"11100101110101101000",6223,565,5629,10491,48506,12741835,409022,35806,22945,153,545555,548169,2199,615,18204,417765,1138687,8904543,625554,905871,1727877,6999,62038,484955,54672,34236,74657,743,1118867,38625
"11000011111001110110",5114876,5091,51208,2199,175565,4175176,95383,538977,109016,1935336,40146,18524,179911,3284,89313,422784,68122,3832,9305,309854,8391,2671025,249667,225952,770901,104673,30984,47214,34446,27515
"10111000100111011110",122723,660,99,1310233,5485,180768,158839,80232,239495,85961,7105,472,113754,5,99621,1955,407,4354,16621,511,2130659,384,48035,3747,29057,92931,54277,95,1179713,16265
"01101011011000100000",669432,8844,11544043,755342,8007,399,22164,14638,87922,24409,13186,201662,46630,3726,87433,780,600266,54013493,227170,74338,4772295,34079,81,20350,58402,960,472721,494790,1097,1227
"00011100010110101101",9944,474,772,4165603,388091,22607,7170050,22241,1092475,1223,1969,30143,18955,4189,69,5616,7810,1304,12531,2532,7484,155,89679,1757283,4801,163027,14383,155,553933,196488
"10011010000001110000",259928,1227824,4294078,18820,719789,1101,31324,10958,11102,50581,1605048,200670,11604,190967,4543,98,676429,15129539,252761,25221,6027,12533,7536,4687817,4411,404118,106832,5041,4494,62173
"01010010111111100001",454414,575807,1674007,268357,616059,3314105,6474383,1143,230961,64261,59085,12404,10490,9616,55270,365123,66212,1683853,11814,754,7029551,72947,3392048,57710,100788,4493,67208,61828,1464743,2098
"10011000101010000011",77100,18085,665,1883483,2150101,37443,33538,425202,20500488,611,201,9,15703,1475,19408,2879,2384,418094,168724,96,62861,13,3218,23677,66339,659,17990,640,1735459,15567
